PITCHER,DATE,INNING,BATTER_IN_INNING,PITCH_NUMBER,PITCH_TYPE,SPIN_RATE,VELO,RELEASE_EXTENSION,RELEASE_SIDE,RELEASE_HEIGHT
PITCHER A,20190405,1,1,1,FB,2292.2,93.1776,5.06765,-2.25413,5.75803
PITCHER A,20190405,1,1,2,FB,2307.73,93.4775,5.24805,-2.11087,6.14694
PITCHER A,20190405,1,1,3,CH,1686.43,88.2956,5.39046,-2.09868,6.19514
PITCHER A,20190405,1,1,4,CH,1773.45,86.4683,5.48628,-2.22799,6.12356
PITCHER A,20190405,1,1,5,CH,1612.63,88.9184,5.65139,-2.16335,6.1714
PITCHER A,20190405,1,1,6,FB,2287.22,95.745,5.1516,-2.24322,6.1933
PITCHER A,20190405,1,2,1,CH,1573.4,87.3207,5.62953,-2.13328,6.02642
PITCHER A,20190405,1,3,1,FB,2130.39,92.6929,5.32457,-2.20079,5.89739
PITCHER A,20190405,1,3,2,FB,2200.47,93.5344,5.2307,-2.38582,5.89106
PITCHER A,20190405,1,3,3,CH,1565.39,86.9393,5.57315,-2.15956,6.06477
PITCHER A,20190405,1,3,4,CB,2647.47,81.309,4.88358,-2.2104,6.03352
PITCHER A,20190405,1,3,5,FB,2197.67,93.5701,5.5283,-2.25692,5.77211
PITCHER A,20190405,1,3,6,FB,2186.67,94.8327,5.5332,-2.19342,5.71956
PITCHER A,20190405,1,4,1,FB,2203.24,92.9812,5.34802,-2.35723,5.99482
PITCHER A,20190405,2,1,1,CH,1429.6,85.7779,5.28452,-2.44739,6.149
PITCHER A,20190405,2,1,2,FB,2195.99,91.9357,5.18475,-2.36509,5.90933
PITCHER A,20190405,2,2,1,FB,2139.28,92.8562,5.23278,-2.21064,5.99902
PITCHER A,20190405,2,2,2,SL,2494.36,86.9363,5.28539,-2.25111,6.07337
PITCHER A,20190405,2,2,3,FB,2301.63,95.14,5.45307,-2.16746,5.9504
PITCHER A,20190405,2,2,4,FB,2280.39,95.2531,5.30516,-2.24807,5.74213
PITCHER A,20190405,2,2,5,FB,2169.87,94.6513,5.36981,-2.22178,5.98321
PITCHER A,20190405,2,2,6,CB,2776.74,83.2436,5.04035,-2.36422,5.99938
PITCHER A,20190405,2,2,7,CB,2732.33,82.629,5.14682,-2.25531,6.04055
PITCHER A,20190405,2,3,1,FB,2216.5,94.6219,5.45678,-2.25407,5.97955
PITCHER A,20190405,2,4,1,FB,2256.59,94.317,5.45108,-2.15173,5.85829
PITCHER A,20190405,2,4,2,FB,2249.63,93.5546,5.52142,-2.33358,5.69056
PITCHER A,20190405,2,4,3,FB,2176.15,94.5648,5.5631,-2.15779,5.82369
PITCHER A,20190405,3,1,1,FB,2239.4,92.4351,5.38284,-2.30251,5.9372
PITCHER A,20190405,3,1,2,FB,2291.06,94.5693,5.35905,-2.14839,5.96061
PITCHER A,20190405,3,1,3,FB,2154.11,93.4812,5.38722,-2.2777,5.81818
PITCHER A,20190405,3,1,4,FB,2229.85,95.8472,5.62258,-2.14278,6.02966
PITCHER A,20190405,3,1,5,FB,2236.37,93.6043,5.3315,-2.26897,5.84315
PITCHER A,20190405,3,2,1,CH,1544.34,88.4598,5.92464,-2.08543,6.02814
PITCHER A,20190405,3,2,2,CH,1620.49,87.6194,5.78717,-2.11429,6.18791
PITCHER A,20190405,3,2,3,CB,2669.02,80.9325,4.84829,-2.24547,6.0273
PITCHER A,20190405,3,2,4,CH,1428.94,86.8567,5.63868,-2.2139,6.10305
PITCHER A,20190405,3,2,5,FB,2272.37,95.082,5.4772,-2.21768,6.00478
PITCHER A,20190405,3,2,6,FB,2277.83,94.7204,5.577,-2.32821,5.9129
PITCHER A,20190405,3,3,1,CB,2692.27,81.2713,5.02689,-2.14444,5.98968
PITCHER A,20190405,3,3,2,FB,2328.5,95.4826,5.56802,-2.09198,5.97571
PITCHER A,20190405,3,3,3,FB,2224.06,95.2939,5.69752,-2.22783,5.81582
PITCHER A,20190405,3,3,4,FB,2321.54,95.2219,5.61525,-2.18305,6.05772
PITCHER A,20190405,4,1,1,CH,1470.41,87.4833,5.62593,-2.20569,6.19195
PITCHER A,20190405,4,1,2,CH,1496.06,87.5968,5.63869,-2.12576,6.06941
PITCHER A,20190405,4,1,3,FB,2423.87,92.6039,5.30082,-2.32491,5.8081
PITCHER A,20190405,4,1,4,CB,2644.77,80.7606,5.15899,-2.21527,5.97855
PITCHER A,20190405,4,2,1,CH,1580.69,88.4517,5.95082,-2.22156,5.98588
PITCHER A,20190405,4,2,2,CH,1497.22,87.4776,5.67437,-2.14474,6.16181
PITCHER A,20190405,4,2,3,CH,1458.97,89.1422,5.84727,-2.14225,5.97584
PITCHER A,20190405,4,3,1,FB,2302.94,93.4283,5.86355,-2.15351,5.86126
PITCHER A,20190405,4,3,2,FB,2262.64,94.3731,5.47526,-2.32923,5.84599
PITCHER A,20190405,4,3,3,CH,1529.89,88.2473,5.66339,-2.35805,5.90784
PITCHER A,20190405,4,3,4,FB,2316.56,93.6732,5.46538,-2.15454,5.90262
PITCHER A,20190405,4,3,5,FB,2103.98,93.1954,5.49204,-2.25549,5.76737
PITCHER A,20190405,4,3,6,FB,2248.87,94.8334,5.50968,-2.21915,5.72527
PITCHER A,20190405,4,4,1,FB,2139,94.2719,5.57151,-2.27262,5.69565
PITCHER A,20190405,4,4,2,CB,2748.09,82.1764,5.33658,-2.44451,5.84756
PITCHER A,20190405,4,4,3,FB,2242.05,94.766,5.6423,-2.2462,5.7855
PITCHER A,20190405,4,4,4,FB,2109.08,94.313,5.55021,-2.40845,5.64454
PITCHER A,20190405,4,4,5,FB,2132.73,94.2122,5.42513,-2.31306,5.63635
PITCHER A,20190405,4,5,1,FB,2071.3,92.8279,5.65919,-2.25375,6.02119
PITCHER A,20190405,4,5,2,CH,1494.45,88.6629,6.01471,-2.36866,5.9801
PITCHER A,20190405,4,5,3,CH,1557.89,89.1291,5.94786,-2.38269,5.96723
PITCHER A,20190405,4,6,1,FB,2181.69,93.7891,5.35632,-2.27033,5.7192
PITCHER A,20190405,4,6,2,FB,2267.54,94.0084,5.70601,-2.22811,5.71397
PITCHER A,20190405,4,6,3,FB,2216.39,94.1949,5.59386,-2.2697,5.73551
PITCHER A,20190405,4,6,4,FB,2227.13,94.4638,5.6702,-2.21247,5.92701
PITCHER A,20190405,4,6,5,CB,2818.14,83.6617,5.33359,-2.36232,5.98143
PITCHER A,20190405,4,6,6,FB,2242.83,94.1103,5.56415,-2.35453,5.7415
PITCHER A,20190405,5,1,1,FB,2110.66,91.7984,5.07157,-2.28754,5.90747
PITCHER A,20190405,5,1,2,FB,2184.26,92.7217,5.21726,-2.2449,5.96272
PITCHER A,20190405,5,1,3,FB,2216.12,92.8705,5.38361,-2.3446,5.95101
PITCHER A,20190405,5,1,4,FB,2183.54,93.4613,5.49223,-2.27235,5.75954
PITCHER A,20190405,5,1,5,FB,2203.32,94.5896,5.3261,-2.1255,5.75342
PITCHER A,20190405,5,2,1,FB,2234.72,94.5509,5.48412,-2.22408,5.9438
PITCHER A,20190405,5,2,2,FB,2347.17,92.3493,5.60961,-2.28723,6.00978
PITCHER A,20190405,5,2,3,FB,2388.57,93.1489,5.50478,-2.26446,5.76504
PITCHER A,20190405,5,2,4,FB,1693.25,91.4838,6.13195,-2.14687,5.91616
PITCHER A,20190405,5,3,1,FB,2483.43,93.4192,5.74704,-2.34862,5.72171
PITCHER A,20190405,5,3,2,FB,2253.03,94.5159,5.40246,-2.16604,5.74116
PITCHER A,20190405,5,3,3,FB,2252.22,94.1019,5.51559,-2.1577,6.03579
PITCHER A,20190405,5,3,4,FB,2289.11,95.6938,5.36963,-2.19525,5.72892
PITCHER A,20190405,5,4,1,FB,2353.04,93.6728,5.57222,-2.19214,5.80399
PITCHER A,20190405,5,4,2,CB,2613.29,81.8633,5.00825,-2.38142,5.96836
PITCHER A,20190405,5,4,3,FB,2282.93,94.4418,5.67822,-2.37862,5.91485
PITCHER A,20190412,1,1,1,FB,2260.91,92.1025,5.25086,-1.87446,6.50805
PITCHER A,20190412,1,1,2,FB,2089.3,91.285,5.17885,-1.93471,6.60886
PITCHER A,20190412,1,1,3,FB,2238.49,92.5165,5.32139,-1.94614,6.48553
PITCHER A,20190412,1,1,4,FB,2192.08,92.9604,5.16674,-1.81729,6.35621
PITCHER A,20190412,1,1,5,FB,2112.47,93.073,5.31686,-1.91077,6.42308
PITCHER A,20190412,1,2,1,CH,1463.4,86.1461,5.651,-1.95159,6.6266
PITCHER A,20190412,1,2,2,CH,1420.87,86.739,5.61368,-1.85486,6.47001
PITCHER A,20190412,1,2,3,FB,2190.27,93.3695,5.34313,-1.94241,6.3839
PITCHER A,20190412,1,2,4,FB,2136.69,93.2204,5.38154,-1.90228,6.35338
PITCHER A,20190412,1,2,5,CH,1378.63,86.9873,5.49394,-2.06785,6.4081
PITCHER A,20190412,1,2,6,CH,1510.7,87.5945,5.70397,-1.84562,6.49778
PITCHER A,20190412,1,3,1,FB,2147.89,93.7407,5.3535,-2.02802,6.27406
PITCHER A,20190412,1,3,2,SL,2484.63,87.8862,5.29743,-1.95113,6.4146
PITCHER A,20190412,1,3,3,FB,2234.4,95.2707,5.50412,-1.95047,6.16911
PITCHER A,20190412,1,4,1,FB,2205.11,93.5874,5.31694,-1.92089,6.35271
PITCHER A,20190412,1,4,2,FB,2182.31,93.6261,5.36746,-1.82195,6.36806
PITCHER A,20190412,1,4,3,CH,1407.25,88.0299,5.92817,-1.86783,6.37835
PITCHER A,20190412,1,5,1,SL,2539.22,87.5809,5.40951,-1.9148,6.48824
PITCHER A,20190412,1,5,2,FB,2137.05,92.3501,5.6526,-1.92449,6.36786
PITCHER A,20190412,1,5,3,FB,2256.75,93.8442,5.45141,-1.90628,6.20085
PITCHER A,20190412,1,5,4,SL,NULL,85.9217,5.50328,-2.12503,6.35762
PITCHER A,20190412,1,5,5,FB,2206.05,94.7578,5.47905,-1.90403,6.16625
PITCHER A,20190412,1,5,6,FB,2191,93.9066,5.48867,-1.9609,6.34972
PITCHER A,20190412,2,1,1,SL,2541.83,86.0805,5.24881,-2.10272,6.4513
PITCHER A,20190412,2,1,2,SL,NULL,85.5026,5.10234,-1.95093,6.50161
PITCHER A,20190412,2,1,3,FB,2235.59,94.2595,5.22765,-2.14547,6.27328
PITCHER A,20190412,2,1,4,FB,2140.96,94.3187,5.1866,-2.07893,6.3756
PITCHER A,20190412,2,1,5,SL,2565.11,87.1737,5.26838,-2.15838,6.3472
PITCHER A,20190412,2,1,6,FB,2080.35,93.8615,5.30955,-2.05034,6.2861
PITCHER A,20190412,2,2,1,SL,NULL,86.7321,5.33415,-1.9759,6.43995
PITCHER A,20190412,2,2,2,FB,2167.86,94.6142,5.33278,-2.12437,6.27434
PITCHER A,20190412,2,2,3,FB,2180.57,93.0079,5.42857,-2.05619,6.20653
PITCHER A,20190412,2,2,4,FB,2153.4,94.0723,5.53901,-1.92021,6.38436
PITCHER A,20190412,2,2,5,FB,2259.07,95.4437,5.57243,-1.79806,6.32774
PITCHER A,20190412,2,2,6,FB,2095.77,93.808,5.56454,-1.80334,6.1559
PITCHER A,20190412,2,2,7,FB,2048.89,93.4091,5.38268,-1.94508,6.13194
PITCHER A,20190412,2,3,1,CH,1523.91,87.5982,5.74615,-2.01062,6.43767
PITCHER A,20190412,2,3,2,FB,2063.65,92.6024,5.39886,-2.10896,6.28677
PITCHER A,20190412,2,3,3,FB,2194.18,94.5854,5.50665,-2.00511,6.35594
PITCHER A,20190412,2,3,4,FB,2090.67,93.9697,5.50251,-2.02819,6.31894
PITCHER A,20190412,2,3,5,CH,1484.05,87.4228,5.89827,-1.90195,6.35356
PITCHER A,20190412,2,3,6,CH,1562.04,86.5137,5.93329,-2.03922,6.24779
PITCHER A,20190412,2,4,1,FB,2089.73,93.1072,5.45102,-2.20062,6.24347
PITCHER A,20190412,2,4,2,SL,2446.44,87.0137,5.56383,-1.93808,6.47699
PITCHER A,20190412,2,4,3,SL,2538.69,86.8275,5.53637,-2.17129,6.30837
PITCHER A,20190412,2,4,4,FB,2141.81,93.0608,5.41097,-2.07358,6.08046
PITCHER A,20190412,2,5,1,SL,2545.68,80.9862,5.28649,-2.02177,6.4666
PITCHER A,20190412,2,5,2,FB,2131.42,93.3365,5.557,-2.05461,6.35923
PITCHER A,20190412,2,5,3,SL,2495.8,87.783,5.42742,-1.99379,6.30038
PITCHER A,20190412,2,5,4,SL,2779.73,83.4154,5.19524,-1.92496,6.64613
PITCHER A,20190412,3,1,1,CH,1504.39,85.8852,5.65643,-1.82631,6.37316
PITCHER A,20190412,3,1,2,FB,2196.55,92.5868,5.19383,-1.95802,6.48991
PITCHER A,20190412,3,1,3,CH,1597.56,84.26,5.52331,-1.82837,6.44713
PITCHER A,20190412,3,1,4,FB,2114.48,93.5225,5.27064,-2.06377,6.23414
PITCHER A,20190412,3,1,5,CH,1592.05,87.1497,5.73927,-2.01422,6.16841
PITCHER A,20190412,3,1,6,CH,1528.22,88.1371,5.75185,-2.03035,6.34292
PITCHER A,20190412,3,2,1,SL,2599.53,82.3495,5.2686,-1.98923,6.41011
PITCHER A,20190412,3,2,2,SL,2794.05,82.3411,5.36381,-1.87728,6.47143
PITCHER A,20190412,3,2,3,CH,1590.06,87.9862,5.75693,-1.91212,6.24179
PITCHER A,20190412,3,2,4,SL,2625.8,83.4301,5.42051,-2.07356,6.18633
PITCHER A,20190412,3,2,5,SL,2778.52,87.8122,5.01562,-2.06455,6.30911
PITCHER A,20190412,3,2,6,FB,2144.36,95.0165,5.47291,-2.06257,6.2048
PITCHER A,20190412,3,2,7,SL,2788.99,81.8225,5.34284,-1.99833,6.36288
PITCHER A,20190412,3,3,1,CH,1560.29,88.0619,5.71612,-1.99925,6.15472
PITCHER A,20190412,3,3,2,FB,2140.17,92.5386,5.54856,-2.04606,6.25533
PITCHER A,20190412,3,3,3,FB,2097.98,93.2679,5.35839,-2.02941,6.08447
PITCHER A,20190412,3,4,1,FB,2133.32,92.2672,5.50008,-1.96892,6.22943
PITCHER A,20190412,3,4,2,FB,2119.55,93.0191,5.50338,-1.93706,6.22606
PITCHER A,20190412,3,4,3,FB,2038,93.709,5.36732,-1.98579,6.15143
PITCHER A,20190412,3,4,4,FB,2255.43,95.4744,5.4843,-1.93518,6.60266
PITCHER A,20190412,4,1,1,FB,2159.13,90.1108,5.19556,-2.1591,6.49512
PITCHER A,20190412,4,1,2,CH,1541.81,85.8925,5.70622,-1.97661,6.36923
PITCHER A,20190412,4,1,3,FB,2193.35,91.5381,5.35213,-2.06546,6.34856
PITCHER A,20190412,4,1,4,FB,2152.67,92.4741,5.50542,-2.00964,6.2672
PITCHER A,20190412,4,1,5,FB,2274.26,93.1667,5.46902,-1.83621,6.43145
PITCHER A,20190412,4,2,1,CH,1535.34,86.6924,6.00057,-1.8525,6.58211
PITCHER A,20190412,4,2,2,FB,2147.51,91.5472,5.41814,-1.98663,6.3442
PITCHER A,20190412,4,2,3,SL,2529.93,80.3869,5.22747,-2.14682,6.42648
PITCHER A,20190412,4,2,4,FB,2150.55,93.2477,5.37748,-2.0766,6.30903
PITCHER A,20190412,4,2,5,FB,2181.43,93.0441,5.63853,-1.93356,6.32565
PITCHER A,20190412,4,3,1,FB,2150.88,91.8274,5.28839,-1.88797,6.32742
PITCHER A,20190412,4,3,2,CH,1363.8,86.5017,5.90653,-1.89585,6.33981
PITCHER A,20190412,4,3,3,FB,2186.1,92.7662,5.47702,-1.89683,6.2647
PITCHER A,20190412,4,3,4,FB,2169.62,93.7796,5.55096,-1.90127,6.4706
PITCHER A,20190412,4,3,5,FB,2169.02,94.7637,5.46556,-2.02133,6.22017
PITCHER A,20190412,4,3,6,FB,2198.64,93.8763,5.41229,-1.87135,6.41866
PITCHER A,20190412,4,3,7,FB,2172.4,93.5567,5.60294,-1.86777,6.43419
PITCHER A,20190412,4,4,1,FB,2162.9,90.8777,5.38184,-2.06618,6.17817
PITCHER A,20190412,4,5,1,SL,2499.96,79.8955,5.23267,-2.15569,6.39847
PITCHER A,20190412,4,5,2,FB,2196.53,92.7521,5.44858,-2.15807,6.25007
PITCHER A,20190412,4,5,3,SL,2765.77,80.8387,5.23592,-2.16773,6.44288
PITCHER A,20190418,1,1,1,FB,2273.86,94.172,5.37953,-1.89721,5.88481
PITCHER A,20190418,1,1,2,FB,2162.23,93.0841,5.07241,-1.7652,6.13232
PITCHER A,20190418,1,1,3,FB,2236.05,94.9764,5.38193,-1.84436,5.91394
PITCHER A,20190418,1,1,4,CH,1517.34,89.4252,5.65046,-1.77841,6.046
PITCHER A,20190418,1,1,5,CH,1564.07,89.2478,5.63166,-1.82416,6.03413
PITCHER A,20190418,1,2,1,FB,2251.77,95.2228,5.47799,-1.86886,5.887
PITCHER A,20190418,1,2,2,FB,2278.44,94.7133,5.23615,-1.77588,5.89884
PITCHER A,20190418,1,2,3,FB,2327.56,95.0483,5.3889,-1.89965,5.92113
PITCHER A,20190418,1,2,4,FB,2267.98,93.111,5.12532,-1.86861,5.89848
PITCHER A,20190418,1,2,5,FB,2252.41,94.3932,5.41222,-1.91285,6.09021
PITCHER A,20190418,1,2,6,CH,1477.59,87.5416,5.30389,-1.90169,5.96758
PITCHER A,20190418,1,3,1,FB,2220.82,94.0556,5.42368,-1.87304,5.87936
PITCHER A,20190418,1,3,2,CH,1400.66,87.7885,5.50352,-2.03905,5.95969
PITCHER A,20190418,1,3,3,CH,1486.12,88.0184,5.65604,-1.85644,6.07394
PITCHER A,20190418,1,4,1,FB,2235.24,95.1451,5.21603,-1.85206,5.73762
PITCHER A,20190418,1,4,2,SL,2589.88,87.795,5.46336,-1.93318,5.95034
PITCHER A,20190418,1,4,3,FB,2286.79,94.7037,5.49941,-1.92493,5.88927
PITCHER A,20190418,1,4,4,CH,1538.23,88.4676,5.73814,-1.94814,5.83371
PITCHER A,20190418,1,4,5,FB,2240.74,95.8571,5.16576,-1.87566,5.93774
PITCHER A,20190418,2,1,1,FB,2285.91,93.3181,5.04509,-2.02269,5.78228
PITCHER A,20190418,2,2,1,FB,2294.72,94.6832,5.16839,-1.90763,5.91549
PITCHER A,20190418,2,2,2,FB,2273.6,93.9589,5.27874,-1.9204,5.9051
PITCHER A,20190418,2,2,3,FB,2222.05,95.7084,5.25578,-1.92635,5.98865
PITCHER A,20190418,2,2,4,FB,2196.35,94.3391,5.16576,-1.88314,5.93396
PITCHER A,20190418,2,3,1,CH,1512.56,88.6057,5.62252,-1.98086,6.00494
PITCHER A,20190418,2,3,2,SL,2500.6,86.5362,5.28203,-1.92264,5.97651
PITCHER A,20190418,2,3,3,FB,2296.64,95.6215,5.53941,-2.00322,5.78337
PITCHER A,20190418,2,3,4,FB,2211.66,96.0054,5.39953,-1.93622,5.7773
PITCHER A,20190418,2,3,5,FB,2260.72,95.3473,5.52213,-1.90697,5.81351
PITCHER A,20190418,2,3,6,CH,1516.97,90.202,5.82643,-1.81317,5.90002
PITCHER A,20190418,2,3,7,CH,1515.96,89.6554,5.78767,-1.84761,5.919
PITCHER A,20190418,2,4,1,FB,2174.37,94.256,5.20123,-1.94422,5.94684
PITCHER A,20190418,3,1,1,FB,2115.59,93.0624,5.18465,-1.96174,5.88521
PITCHER A,20190418,3,1,2,FB,2232.26,93.2886,5.23426,-1.76771,6.10026
PITCHER A,20190418,3,1,3,FB,2166,92.99,5.22267,-1.89233,5.8648
PITCHER A,20190418,3,1,4,FB,2169.17,94.8339,5.32851,-1.81811,5.91497
PITCHER A,20190418,3,1,5,FB,2219.5,93.4843,5.16427,-1.93781,5.90712
PITCHER A,20190418,3,2,1,CH,1553.46,89.298,5.70999,-1.85164,6.10924
PITCHER A,20190418,3,2,2,FB,2223.72,93.9075,5.112,-1.90365,5.87069
PITCHER A,20190418,3,2,3,SL,NULL,86.4699,5.23849,-1.97095,6.15002
PITCHER A,20190418,3,2,4,FB,2171.75,94.7911,5.1789,-2.01717,5.85312
PITCHER A,20190418,3,2,5,CH,1417.08,89.0307,5.68022,-2.04404,6.07511
PITCHER A,20190418,3,3,1,SL,NULL,86.9015,5.18376,-2.05897,5.84861
PITCHER A,20190418,3,3,2,FB,2226.39,94.0604,5.19323,-1.84161,5.78933
PITCHER A,20190418,3,3,3,FB,2153.32,94.4891,5.4435,-1.96106,5.71805
PITCHER A,20190418,3,4,1,FB,2099.37,93.2166,5.48699,-1.8244,5.94531
PITCHER A,20190418,3,4,2,FB,2151,93.9882,5.41727,-1.91067,5.8363
PITCHER A,20190418,4,1,1,FB,2334.06,92.5391,5.1572,-2.03563,5.90661
PITCHER A,20190418,4,1,2,FB,2260.8,93.7412,5.20665,-2.0319,5.69275
PITCHER A,20190418,4,1,3,FB,2301.4,95.3389,5.10898,-1.99451,5.92329
PITCHER A,20190418,4,2,1,CB,2689.98,78.6501,5.23094,-1.92389,6.03778
PITCHER A,20190418,4,2,2,FB,2267.1,93.199,4.97882,-1.87004,5.88823
PITCHER A,20190418,4,2,3,CH,1485.69,88.5991,5.61142,-1.90641,5.93542
PITCHER A,20190418,4,2,4,CH,1545.7,87.7739,5.50143,-1.88297,5.79974
PITCHER A,20190418,4,2,5,FB,2250.04,95.6223,5.36812,-1.85345,5.88849
PITCHER A,20190418,4,2,6,FB,2241.43,95.3165,5.50689,-1.86132,5.91753
PITCHER A,20190418,4,3,1,FB,2220.81,93.566,5.22471,-1.79399,6.02305
PITCHER A,20190418,4,3,2,CB,2661.97,80.3648,4.98315,-1.76774,6.03997
PITCHER A,20190418,4,3,3,CH,1629.03,87.315,5.62092,-1.79302,5.94569
PITCHER A,20190418,4,3,4,FB,2216.72,94.611,5.37537,-1.87738,5.9555
PITCHER A,20190418,4,3,5,FB,2186.58,94.2604,5.41168,-1.76319,5.84189
PITCHER A,20190418,4,3,6,FB,2275.57,93.8689,5.3507,-1.9477,5.7576
PITCHER A,20190418,4,3,7,CH,1702.52,86.8448,5.80267,-1.81951,5.90568
PITCHER A,20190418,4,3,8,CH,1668.74,86.7084,5.54672,-1.80683,5.8553
PITCHER A,20190418,4,4,1,FB,2128.64,93.0318,5.28164,-1.87616,5.86858
PITCHER A,20190418,4,5,1,CH,1497.92,86.7374,5.40991,-1.8469,5.90121
PITCHER A,20190418,4,5,2,FB,2165.6,92.0869,5.17858,-1.85557,5.65871
PITCHER A,20190418,4,5,3,CH,1657.06,87.2923,5.72063,-1.90964,5.84962
PITCHER A,20190418,4,5,4,CH,1574.01,87.005,5.48767,-1.86203,5.98365
PITCHER A,20190418,4,5,5,CH,1640.61,86.8302,5.58025,-1.82398,6.1022
PITCHER A,20190418,5,1,1,FB,2148.66,91.7588,5.09208,-1.91933,6.09157
PITCHER A,20190418,5,1,2,FB,2106.04,90.9752,5.12781,-1.91195,6.00127
PITCHER A,20190418,5,1,3,SL,2535.24,85.0633,5.24984,-1.9182,6.05769
PITCHER A,20190418,5,1,4,FB,2251.7,94.7788,5.26363,-1.95379,5.82514
PITCHER A,20190418,5,1,5,FB,2177.04,93.4777,5.31555,-1.9722,5.91135
PITCHER A,20190418,5,1,6,FB,2166.09,92.4117,5.14909,-1.91364,5.73794
PITCHER A,20190418,5,1,7,FB,2234.32,92.5304,5.12054,-1.96187,5.93411
PITCHER A,20190418,5,2,1,FB,2160.22,92.3038,5.11224,-2.09662,5.78148
PITCHER A,20190418,5,3,1,FB,2165.43,92.1902,5.3404,-1.82807,5.84667
PITCHER A,20190418,5,3,2,FB,2180.35,94.466,5.48315,-2.03873,5.83946
PITCHER A,20190418,5,3,3,CB,2717.96,82.8607,5.32304,-1.92428,5.94713
PITCHER A,20190418,5,3,4,CB,2814.53,82.2134,5.00781,-1.97457,5.97034
PITCHER A,20190418,5,4,1,FB,2220.52,92.9447,5.22356,-1.92282,5.94436
PITCHER A,20190418,5,4,2,FB,2196.22,93.6839,5.26516,-1.95463,5.92897
PITCHER A,20190418,6,1,1,CB,2550.55,83.375,4.99741,-1.92623,6.03257
PITCHER A,20190418,6,2,1,CH,1543.41,85.2748,5.53232,-1.82853,6.0123
PITCHER A,20190418,6,2,2,CH,1573.92,86.2839,5.42271,-1.86896,6.10455
PITCHER A,20190418,6,2,3,FB,2259.34,94.6083,4.88409,-1.91771,5.87082
PITCHER A,20190418,6,2,4,FB,2240.34,94.2403,5.23232,-1.82306,5.9376
PITCHER A,20190418,6,2,5,CH,1559.69,88.3286,5.55202,-1.97107,5.95467
PITCHER A,20190418,6,2,6,CH,1528.18,86.9329,5.35361,-1.93939,5.99186
PITCHER A,20190418,6,2,7,FB,2332.94,95.1725,5.39481,-1.92059,5.88084
PITCHER A,20190418,6,3,1,FB,2254.84,95.0081,5.14291,-1.81703,6.06579
PITCHER A,20190418,6,3,2,CH,1557.36,86.5244,5.44603,-1.87178,6.01469
PITCHER A,20190418,6,3,3,FB,2360.2,94.1041,5.25014,-1.81924,5.90105
PITCHER A,20190418,6,3,4,FB,2181.9,94.3146,5.24954,-1.88732,5.87708
PITCHER A,20190418,6,3,5,FB,2391.82,95.8446,5.37758,-1.8682,5.71721
PITCHER A,20190418,6,3,6,FB,2246.37,96.2346,5.38719,-1.89097,5.80235
PITCHER A,20190424,1,1,1,FB,2104.16,87.4624,4.84791,-2.13275,5.87641
PITCHER A,20190424,1,1,2,FB,2027.87,86.4964,5.06468,-2.23771,5.84432
PITCHER A,20190424,1,2,1,SL,2578.34,82.9115,5.10686,-2.31079,5.78147
PITCHER A,20190424,1,2,2,FB,2130.3,91.2158,5.13797,-2.18922,5.68636
PITCHER A,20190424,1,2,3,FB,2225.5,94.0631,5.26598,-2.26564,5.62506
PITCHER A,20190424,1,2,4,FB,2233.91,93.5503,5.13506,-2.30672,5.48001
PITCHER A,20190424,1,2,5,CH,1496.41,87.0818,5.61871,-2.21188,5.58234
PITCHER A,20190424,1,2,6,FB,2387.11,90.1773,5.21611,-2.34077,5.55688
PITCHER A,20190424,1,2,7,FB,2215.03,93.4176,5.23387,-2.14694,5.60394
PITCHER A,20190424,1,3,1,CB,2684.29,79.3541,5.1926,-2.14852,5.7907
PITCHER A,20190424,1,3,2,FB,2091.33,93.5182,5.32336,-2.22386,5.57735
PITCHER A,20190424,1,3,3,FB,2314.96,94.459,5.4175,-2.16537,5.5287
PITCHER A,20190424,1,3,4,FB,2222.02,94.6335,5.35663,-2.24065,5.49647
PITCHER A,20190424,1,4,1,CH,1470.83,86.6771,5.66147,-2.257,5.57622
PITCHER A,20190424,1,4,2,FB,2103.92,93.7519,5.2277,-2.20681,5.68332
PITCHER A,20190424,2,1,1,SL,2427.92,83.1113,4.94622,-2.18887,5.86119
PITCHER A,20190424,2,1,2,CH,1364.31,85.3204,5.38869,-2.25935,5.76193
PITCHER A,20190424,2,1,3,FB,2124.92,91.1711,5.00702,-2.26386,5.64084
PITCHER A,20190424,2,1,4,FB,2055.88,92.7269,5.1126,-2.32404,5.57072
PITCHER A,20190424,2,1,5,FB,2079.64,93.9049,5.12906,-2.19717,5.65388
PITCHER A,20190424,2,2,1,FB,2010.04,91.1178,5.02231,-2.18569,5.55419
PITCHER A,20190424,2,2,2,SL,2549.18,83.1885,4.88595,-2.3969,5.72109
PITCHER A,20190424,2,2,3,SL,NULL,84.5705,5.24336,-2.15027,5.73098
PITCHER A,20190424,2,2,4,FB,2110.14,92.1415,5.07987,-2.17283,5.69056
PITCHER A,20190424,2,2,5,FB,2154.74,92.6889,5.23054,-2.27983,5.61064
PITCHER A,20190424,2,2,6,FB,2131.89,92.2824,5.17165,-2.35904,5.57917
PITCHER A,20190424,2,3,1,CH,1412.4,85.9196,5.44465,-2.18225,5.8011
PITCHER A,20190424,2,3,2,CH,1477.1,87.0151,5.45285,-2.10761,5.75681
PITCHER A,20190424,2,3,3,FB,2135.73,93.8059,4.93294,-2.27507,5.50172
