PITCHER,DATE,INNING,BATTER_IN_INNING,PITCH_NUMBER,PITCH_TYPE,SPIN_RATE,VELO,RELEASE_EXTENSION,RELEASE_SIDE,RELEASE_HEIGHT
PITCHER A,20190730,3,6,5,FB,2218.76,91.4839,5.57522,-1.92908,5.74364
PITCHER A,20190730,4,1,1,FB,2043.29,87.639,5.11467,-2.00974,6.05838
PITCHER A,20190730,4,2,1,FB,2077.76,87.9267,5.3292,-2.13254,5.95723
PITCHER A,20190730,4,2,2,FB,1991.34,88.6617,5.44205,-2.07532,6.00232
PITCHER A,20190730,4,3,1,FB,2043.96,88.7055,5.5132,-2.00622,5.97982
PITCHER A,20190730,4,3,2,CH,1315.71,84.0192,5.54337,-1.76698,5.87446
PITCHER A,20190730,4,3,3,CH,1306.26,84.8868,5.66063,-1.92705,6.03126
PITCHER A,20190730,4,3,4,FB,2067.65,89.944,5.55738,-1.98166,5.97425
PITCHER A,20190730,4,3,5,FB,2066.62,91.1014,5.39455,-1.96945,5.84892
PITCHER A,20190730,4,3,6,FB,1980.49,89.7068,5.30932,-1.94336,5.77404
PITCHER A,20190730,4,4,1,FB,2027.45,90.3722,5.34057,-1.99372,5.67676
PITCHER A,20190730,4,4,2,FB,2130.03,90.4381,5.54044,-1.94802,5.65494
PITCHER A,20190730,4,4,3,FB,2083.29,90.6859,5.34699,-1.94003,5.61242
PITCHER A,20190730,4,5,1,CH,1381.56,85.3365,5.807,-1.99026,5.82264
PITCHER A,20190730,4,5,2,FB,2053.7,89.1828,5.41488,-1.91304,5.67765
PITCHER A,20190730,4,5,3,FB,2098.8,90.5945,5.4274,-1.97348,5.65099
PITCHER A,20190730,4,5,4,FB,2110.66,91.852,5.4217,-2.06417,5.69852
PITCHER A,20190730,4,5,5,FB,2097.13,91.6132,5.45076,-2.01635,5.48012
PITCHER A,20190730,4,5,6,FB,2065.12,91.8523,5.37054,-2.09655,5.44928
PITCHER A,20190730,4,6,1,SL,2288.88,86.2559,5.32583,-2.09909,5.74111
PITCHER A,20190730,4,6,2,SL,2514.05,82.7328,5.2108,-2.05566,5.84241
PITCHER A,20190730,4,6,3,SL,2515.93,82.1098,5.10403,-2.20775,5.67828
PITCHER A,20190730,5,1,1,FB,1983.17,84.6953,5.10952,-1.94966,6.08483
PITCHER A,20190730,5,1,2,FB,1979.27,85.6335,5.13981,-2.09999,6.04105
PITCHER A,20190730,5,1,3,FB,2023.23,86.2027,5.12854,-1.97339,5.93973
PITCHER A,20190730,5,1,4,CH,1255.78,82.9216,5.55881,-1.88738,5.98614
PITCHER A,20190730,5,1,5,FB,1909.03,84.1955,5.1628,-2.04091,5.8461
PITCHER A,20190730,5,2,1,FB,2041.67,86.1698,5.37072,-1.93201,5.93247
PITCHER A,20190730,5,2,2,FB,2022.4,86.5679,5.43394,-2.03685,5.92858
PITCHER A,20190730,5,2,3,FB,1963.46,87.3737,5.35219,-2.00618,5.81276
PITCHER A,20190730,5,2,4,FB,2058.83,88.6004,5.40718,-1.97,5.98762
PITCHER A,20190730,5,2,5,FB,1965.52,87.9042,5.32532,-1.99595,5.79986
PITCHER A,20190730,5,2,6,FB,2067.5,89.8171,5.43091,-2.02495,5.78198
PITCHER A,20190730,5,3,1,FB,2117.1,87.8174,5.43984,-1.96851,5.70572
PITCHER A,20190730,5,3,2,FB,2083.67,88.8713,5.33541,-1.81518,5.85174
PITCHER A,20190730,5,3,3,FB,2050.19,88.4367,5.51058,-2.08053,5.72842
PITCHER A,20190730,5,3,4,FB,2116.08,88.5324,5.37273,-1.94214,5.80088
PITCHER A,20190730,5,3,5,FB,2122.8,91.1635,5.32907,-2.07235,5.79558
PITCHER A,20190730,5,3,6,FB,2110.3,90.9762,5.47618,-2.00977,5.76105
PITCHER B,20190406,1,1,1,FB,1995.76,90.3471,5.38889,1.33196,5.89749
PITCHER B,20190406,1,1,2,FB,2125.47,91.2263,5.46285,1.15649,5.88487
PITCHER B,20190406,1,1,3,FB,2045.69,90.6738,5.61548,1.38402,5.82773
PITCHER B,20190406,1,1,4,FB,2094.89,91.7173,5.52457,1.3681,5.77781
PITCHER B,20190406,1,1,5,FB,1961.16,92.8148,5.61275,1.21895,5.76294
PITCHER B,20190406,1,1,6,CH,1478.54,83.9897,5.55601,1.12753,6.02798
PITCHER B,20190406,1,1,7,FB,2137.64,92.0149,5.5883,1.17745,5.90665
PITCHER B,20190406,1,2,1,FB,2032.9,92.4837,5.57246,1.23009,5.79553
PITCHER B,20190406,1,3,1,FB,2110.26,90.4451,5.66934,1.00098,5.95923
PITCHER B,20190406,1,3,2,FB,2031.12,91.3491,5.45141,1.29837,5.80118
PITCHER B,20190406,1,3,3,CH,1519.26,83.173,5.68865,1.03218,6.13679
PITCHER B,20190406,1,3,4,CH,1438.18,81.5244,5.52548,0.888682,6.09394
PITCHER B,20190406,2,1,1,FB,2090.45,89.991,5.39508,1.04474,5.87948
PITCHER B,20190406,2,2,1,FB,2074.23,90.0923,5.49522,0.981866,5.93008
PITCHER B,20190406,2,2,2,SL,2122.6,81.3676,5.50308,1.24261,5.75176
PITCHER B,20190406,2,2,3,FB,2078.94,91.5246,5.48629,1.29489,5.79237
PITCHER B,20190406,2,2,4,CH,1594.28,82.0698,5.46598,1.02944,6.13292
PITCHER B,20190406,2,3,1,FB,2049.49,92.0086,5.65396,1.17071,5.67578
PITCHER B,20190406,2,3,2,FB,2044.55,91.4938,5.76161,1.18035,5.78536
PITCHER B,20190406,2,3,3,SL,2243,82.6699,5.47287,1.04049,5.80915
PITCHER B,20190406,2,3,4,FB,1981.4,91.4719,5.8166,1.0431,5.75106
PITCHER B,20190406,3,1,1,FB,1945.48,88.9223,5.43951,1.21935,5.96388
PITCHER B,20190406,3,2,1,FB,2097.25,90.5907,5.5651,0.980506,5.99653
PITCHER B,20190406,3,2,2,FB,2262.79,91.1454,5.56602,1.16527,5.90013
PITCHER B,20190406,3,2,3,FB,2012.9,91.4002,5.56687,1.09953,5.7889
PITCHER B,20190406,3,3,1,FB,1982.66,90.0851,5.62362,1.19285,5.89109
PITCHER B,20190406,3,3,2,FB,2021.7,89.9475,5.51287,1.22044,5.92068
PITCHER B,20190406,3,3,3,FB,2038.38,91.1578,5.66386,1.01975,5.9051
PITCHER B,20190406,3,4,1,CH,1364.32,83.2459,5.65903,1.20089,5.89342
PITCHER B,20190406,3,4,2,FB,2011.91,89.3825,5.49109,1.01721,5.89501
PITCHER B,20190406,3,4,3,FB,2033.87,90.4129,5.52495,1.12905,5.87269
PITCHER B,20190406,3,4,4,FB,2176.75,92.2521,5.47616,1.02772,5.91298
PITCHER B,20190406,4,1,1,FB,1973.33,90.1985,5.4697,1.24505,5.75245
PITCHER B,20190406,4,1,2,SL,2312.28,79.9981,5.16687,1.08263,5.83622
PITCHER B,20190406,4,1,3,SL,2258.71,80.2227,5.25137,1.1747,5.7913
PITCHER B,20190406,4,1,4,FB,2059.73,90.3161,5.63687,1.16329,5.78826
PITCHER B,20190406,4,2,1,CH,1336.97,81.9,5.42399,1.05937,6.08995
PITCHER B,20190406,4,3,1,SL,2178.53,81.7217,5.39943,1.26334,5.7842
PITCHER B,20190406,4,3,2,FB,2026.44,89.6757,5.39005,1.00724,5.84857
PITCHER B,20190406,4,3,3,FB,2018.6,92.1037,5.71872,1.0938,5.71369
PITCHER B,20190406,4,3,4,FB,2001.67,90.5802,5.65456,0.984028,5.83162
PITCHER B,20190406,4,4,1,FB,2099.18,90.2962,5.55547,1.08954,5.84307
PITCHER B,20190406,4,4,2,CH,1391.3,82.5929,5.46919,1.04626,6.03278
PITCHER B,20190406,4,4,3,FB,1980.05,91.0917,5.58685,1.05561,5.84119
PITCHER B,20190406,4,5,1,SL,2234.15,82.0666,5.72197,1.0528,5.76196
PITCHER B,20190406,4,5,2,FB,2013.96,90.7973,5.66145,0.982198,5.84306
PITCHER B,20190406,4,5,3,FB,2085.04,92.8109,5.50697,1.02158,5.74189
PITCHER B,20190406,4,5,4,FB,2188.55,92.0772,5.70502,1.04117,5.71256
PITCHER B,20190406,4,5,5,CH,1352.89,82.8941,5.57496,1.28238,5.84183
PITCHER B,20190406,5,1,1,FB,2042.42,88.8666,5.2346,1.23321,5.83648
PITCHER B,20190406,5,1,2,FB,2015.99,89.3781,5.29409,1.19024,5.84109
PITCHER B,20190406,5,1,3,FB,2045.34,88.963,5.46802,1.16576,5.84117
PITCHER B,20190406,5,1,4,FB,2092.88,89.4103,5.59231,1.18793,5.78729
PITCHER B,20190406,5,1,5,FB,2094.58,90.3841,5.55381,1.00029,5.89079
PITCHER B,20190406,5,1,6,FB,2069.24,90.7083,5.45044,1.05352,5.79834
PITCHER B,20190406,5,2,1,FB,2020.71,89.1133,5.5267,1.22899,5.79866
PITCHER B,20190406,5,3,1,FB,1987.93,88.8266,5.47818,1.22121,5.81713
PITCHER B,20190406,5,3,2,CH,1282.16,80.6822,5.31483,1.03782,6.03154
PITCHER B,20190406,5,3,3,FB,2067.24,88.8744,5.38016,1.19147,5.85695
PITCHER B,20190406,6,1,1,CB,2199.85,75.886,4.75836,1.14756,6.0203
PITCHER B,20190406,6,1,2,FB,2025.7,89.2082,5.45824,1.14835,5.82933
PITCHER B,20190406,6,2,1,FB,2017.84,87.755,5.56901,1.22529,5.83623
PITCHER B,20190406,6,2,2,CB,2343.94,78.0652,5.08017,1.01718,5.96399
PITCHER B,20190406,6,3,1,FB,1986.84,90.0081,5.61455,1.19569,5.80449
PITCHER B,20190406,6,3,2,FB,1985.55,90.1034,5.51245,1.03866,5.89422
PITCHER B,20190406,6,3,3,FB,2037.89,91.3112,5.61213,1.07652,5.89256
PITCHER B,20190406,6,4,1,FB,2024.62,89.7527,5.50686,1.13654,5.86154
PITCHER B,20190406,6,5,1,CH,1339.29,83.0407,5.57053,1.10014,5.87865
PITCHER B,20190406,6,6,1,FB,1953,90.6178,5.54223,1.15684,5.83221
PITCHER B,20190406,6,6,2,SL,2327.13,80.8312,5.22256,1.2293,5.69157
PITCHER B,20190406,6,6,3,FB,2055.7,91.1788,5.70837,1.0719,5.75625
PITCHER B,20190406,6,7,1,FB,2029.12,91.1037,5.55688,1.06028,5.80198
PITCHER B,20190406,6,7,2,FB,2208.53,90.3383,5.64579,1.1742,5.86191
PITCHER B,20190406,6,7,3,CH,1295.7,82.0638,5.31964,0.983918,5.92804
PITCHER B,20190406,6,7,4,FB,2094.35,90.527,5.61589,1.0267,5.83978
PITCHER B,20190406,6,7,5,FB,2034.95,89.5516,5.4047,1.1489,5.9097
PITCHER B,20190406,6,7,6,FB,2214.52,91.7344,5.70793,0.999334,5.84494
PITCHER B,20190411,1,1,1,FB,2204.27,88.4386,5.19401,1.1447,5.86964
PITCHER B,20190411,1,1,2,FB,2111.38,85.4439,5.22645,0.880742,5.95106
PITCHER B,20190411,1,1,3,CH,1376.99,79.1758,5.17886,0.917318,6.12023
PITCHER B,20190411,1,1,4,FB,2198.07,88.3875,5.35841,0.795934,5.89896
PITCHER B,20190411,1,1,5,FB,2067.13,88.7294,5.2987,1.02099,5.96598
PITCHER B,20190411,1,2,1,FB,2058.6,87.5694,5.44988,1.02186,5.88829
PITCHER B,20190411,1,2,2,FB,2040.5,87.6459,5.46653,1.1915,5.86425
PITCHER B,20190411,1,2,3,FB,2059.22,88.4438,5.40664,0.817604,5.90386
PITCHER B,20190411,1,2,5,FB,2084.85,88.8204,5.38059,1.21332,5.83938
PITCHER B,20190411,1,3,1,FB,1989.31,87.8619,5.43061,1.36663,5.72611
PITCHER B,20190411,1,4,2,CH,1300.64,81.5455,5.59344,1.00275,5.90716
PITCHER B,20190411,1,4,3,FB,1963.93,89.2922,5.46813,1.0646,5.70465
PITCHER B,20190411,1,4,4,CH,1407.16,80.9975,5.42649,0.991113,6.02975
PITCHER B,20190411,1,5,1,CB,2316.44,76.8234,4.97296,0.945527,6.10011
PITCHER B,20190411,1,5,2,FB,2014.26,88.1789,5.65119,0.938357,5.98461
PITCHER B,20190411,1,5,3,FB,2026.13,87.1434,5.48212,0.861679,5.97747
PITCHER B,20190411,1,5,4,FB,2060.33,87.9962,5.5193,1.06203,5.91521
PITCHER B,20190411,1,5,5,FB,2052.2,88.9915,5.40038,1.05658,5.97095
PITCHER B,20190411,1,6,1,SL,2219.61,81.7341,5.31607,1.23851,5.64452
PITCHER B,20190411,1,6,2,SL,NULL,80.882,4.87215,1.33293,5.65623
PITCHER B,20190411,1,6,3,SL,NULL,81.236,5.14063,1.20683,5.63201
PITCHER B,20190411,2,1,1,FB,1972.54,87.2864,5.12686,0.935696,5.85999
PITCHER B,20190411,2,1,2,SL,2179.68,79.5752,5.23383,1.1413,5.91843
PITCHER B,20190411,2,1,3,FB,1921.09,86.9023,5.31521,1.40542,5.69227
PITCHER B,20190411,2,1,4,SL,2242.31,78.9632,5.04214,1.1087,6.10752
PITCHER B,20190411,2,1,5,FB,2177.95,89.3907,5.43814,1.15917,5.83783
PITCHER B,20190411,2,1,6,FB,2053.41,89.3033,5.51282,1.22239,5.70458
PITCHER B,20190411,2,2,1,FB,2010.68,89.6794,5.70985,1.17765,5.87385
PITCHER B,20190411,2,2,2,CH,1465.31,82.1477,5.39958,1.11352,5.97358
PITCHER B,20190411,2,3,1,FB,2125.46,89.0884,5.70643,1.15047,5.90995
PITCHER B,20190411,2,3,2,FB,2115.25,89.2002,5.58282,1.14645,5.73493
PITCHER B,20190411,2,4,1,SL,2401.36,79.8,5.31076,0.893454,5.9858
PITCHER B,20190411,3,1,1,FB,2041.22,89.41,5.38653,1.0673,5.69018
PITCHER B,20190411,3,2,1,FB,2052.83,89.7139,5.70616,1.43704,5.67345
PITCHER B,20190411,3,3,1,FB,2071.29,89.8311,5.52877,1.10065,5.85245
PITCHER B,20190411,3,3,2,FB,1993.95,89.613,5.67258,0.951904,5.90948
PITCHER B,20190411,3,3,3,FB,2129.84,89.8697,5.57073,1.26426,5.71805
PITCHER B,20190411,3,3,4,FB,1952.64,90.0179,5.60527,1.042,5.81231
PITCHER B,20190411,3,3,5,FB,2045.61,90.9425,5.79699,0.834707,5.8535
PITCHER B,20190411,3,4,1,FB,1989.93,90.0958,5.54212,1.12274,5.80401
PITCHER B,20190411,3,4,3,CH,1317.44,82.8065,5.52019,1.08903,5.95166
PITCHER B,20190411,3,4,4,FB,2006.84,88.7115,5.75818,0.905612,5.96556
PITCHER B,20190411,3,4,5,FB,2114.95,90.1604,5.73562,0.929626,5.79363
PITCHER B,20190411,3,4,6,FB,2029.22,91.3374,5.67913,0.992539,5.80957
PITCHER B,20190411,3,5,1,FB,2009.48,90.043,5.7134,1.04132,5.76973
PITCHER B,20190411,4,1,1,FB,2005.07,87.2493,5.25256,1.02265,5.85189
PITCHER B,20190411,4,1,2,FB,2130.88,88.5805,5.27524,1.09128,5.81096
PITCHER B,20190411,4,1,3,FB,1977.01,89.0396,5.56767,0.931328,5.78021
PITCHER B,20190411,4,2,1,FB,2009.77,88.9171,5.51236,0.918923,5.91093
PITCHER B,20190411,4,2,2,FB,2107.21,89.104,5.73623,1.08386,5.69697
PITCHER B,20190411,4,3,1,FB,2169.29,89.1378,5.57021,1.22547,5.72564
PITCHER B,20190411,4,4,1,FB,2164.42,89.6286,5.45757,1.10768,5.80844
PITCHER B,20190411,4,4,2,FB,2199.21,90.4861,5.61827,1.06962,5.71647
PITCHER B,20190411,4,4,3,CH,1374.98,82.5702,5.55601,1.12432,5.92138
PITCHER B,20190411,5,1,1,FB,1926.37,86.9702,5.28508,1.10653,5.78313
PITCHER B,20190411,5,1,2,FB,2067.1,88.3851,5.44495,1.10636,5.8124
PITCHER B,20190411,5,1,3,CH,NULL,81.2374,5.28899,0.968531,5.98515
PITCHER B,20190411,5,1,4,FB,2204.2,91.9795,5.81503,0.85155,5.71444
PITCHER B,20190411,5,1,5,CH,1335.27,81.6687,5.45286,0.932905,5.98192
PITCHER B,20190411,5,2,1,SL,2314.53,80.1055,5.09753,1.12772,5.67623
PITCHER B,20190411,5,3,1,FB,2124.03,92.0901,5.66818,1.02943,5.77438
PITCHER B,20190411,5,3,2,FB,2102.68,90.166,5.71832,0.865017,5.71393
PITCHER B,20190411,5,3,3,CH,1333.32,83.3159,5.30761,0.786362,5.8885
PITCHER B,20190411,5,3,4,CH,1396.25,82.4692,5.37712,0.723351,5.93766
PITCHER B,20190411,5,3,5,FB,2176.24,92.0037,5.63248,0.797851,5.84154
PITCHER B,20190411,5,4,2,FB,2001.83,89.0488,5.61008,0.982409,5.77808
PITCHER B,20190411,5,4,3,FB,2119.76,88.8973,5.63695,1.0724,5.80485
PITCHER B,20190411,6,2,1,FB,2040.32,87.8915,5.46747,1.21166,5.79111
PITCHER B,20190411,6,2,2,CH,1244.75,79.6025,4.91409,1.20585,6.01836
PITCHER B,20190411,6,2,3,CH,1378.29,81.0998,5.35356,1.07468,5.80623
PITCHER B,20190411,6,2,4,CH,1298.61,79.8477,5.28131,1.00226,5.98182
PITCHER B,20190411,6,3,1,FB,2055.31,87.9184,5.64319,1.0739,5.7089
PITCHER B,20190411,6,3,2,FB,2045.6,88.6503,5.58105,1.22119,5.72474
PITCHER B,20190411,6,4,1,FB,1840.62,88.3978,5.71655,1.20829,5.78188
PITCHER B,20190411,6,4,2,CH,1263,81.4772,5.56914,1.01834,5.90009
PITCHER B,20190416,1,1,1,FB,2047.38,88.1041,5.19791,1.42261,5.79451
PITCHER B,20190416,1,1,2,FB,2195.83,89.3659,5.54219,1.34282,5.71282
PITCHER B,20190416,1,1,3,CH,1437.91,80.6445,5.42437,1.08894,6.02544
PITCHER B,20190416,1,2,1,CB,2375.88,77.4605,5.22632,0.971073,5.98305
PITCHER B,20190416,1,2,2,FB,1988.57,89.8298,5.62448,1.29948,5.70259
PITCHER B,20190416,1,2,3,FB,2037.14,88.5698,5.43141,1.24344,5.71383
PITCHER B,20190416,1,2,4,SL,2340.06,83.6094,5.63113,1.15333,5.67019
PITCHER B,20190416,1,2,5,FB,2109.9,91.5312,5.66399,1.12719,5.61699
PITCHER B,20190416,1,2,6,FB,2131.92,90.6731,5.6904,1.09543,5.66844
PITCHER B,20190416,1,3,1,CH,1370.58,81.8879,5.38027,1.14709,6.12282
PITCHER B,20190416,1,3,2,FB,2119.08,91.3145,5.58872,1.2289,5.79725
PITCHER B,20190416,2,1,1,FB,1932.24,86.2307,5.41736,1.43411,5.69073
PITCHER B,20190416,2,1,2,FB,2074.18,87.6905,5.55076,1.22449,5.7289
PITCHER B,20190416,2,1,3,SL,2382.92,81.999,5.28759,1.20464,5.70955
PITCHER B,20190416,2,1,4,FB,2090.43,89.1135,5.50053,1.17235,5.72496
PITCHER B,20190416,2,1,5,SL,2521.43,82.327,5.06676,1.26631,5.70532
PITCHER B,20190416,2,2,1,FB,2178.67,89.7281,5.66976,1.27667,5.71974
PITCHER B,20190416,2,2,2,CH,1351.13,82.2334,5.39226,0.956118,5.95684
PITCHER B,20190416,2,2,3,CH,1530.88,83.4423,5.77757,0.883955,5.94933
PITCHER B,20190416,2,2,4,FB,2210.59,90.4418,5.66657,1.20184,5.72094
PITCHER B,20190416,2,2,5,FB,2171.81,91.6309,5.69092,1.10255,5.74857
PITCHER B,20190416,2,3,1,CB,2356.21,78.8081,5.26665,0.911813,6.0149
PITCHER B,20190416,2,3,2,FB,1914.16,90.3976,5.62273,1.16324,5.6612
PITCHER B,20190416,2,3,3,FB,2023.05,90.084,5.62102,1.20032,5.62713
PITCHER B,20190416,2,3,4,FB,1897.14,89.6825,5.65696,1.26364,5.77701
PITCHER B,20190416,2,3,5,FB,2001.27,90.5648,5.82051,1.19713,5.64729
PITCHER B,20190416,2,3,6,FB,1987.87,91.5957,5.43307,1.26836,5.59983
PITCHER B,20190416,2,3,7,FB,2109.2,92.1904,5.80875,0.946341,5.6953
PITCHER B,20190416,3,1,1,CB,2357.72,76.4454,5.23029,1.05326,5.99838
PITCHER B,20190416,3,2,1,CB,2287.62,77.4385,5.24635,0.92975,6.092
PITCHER B,20190416,3,2,2,CB,2362.88,78.6573,5.07921,1.0174,5.93815
PITCHER B,20190416,3,2,3,FB,1962.64,88.6935,5.59328,1.12054,5.6776
PITCHER B,20190416,3,2,4,FB,2097.43,91.382,5.82151,1.01836,5.74164
PITCHER B,20190416,3,2,5,SL,2333.83,82.0304,5.19949,1.11064,5.74052
PITCHER B,20190416,3,2,6,FB,2151.83,91.1055,5.67809,1.18676,5.57143
PITCHER B,20190416,3,2,7,FB,2055.06,92.0457,5.7882,0.966696,5.68147
PITCHER B,20190416,3,3,1,CH,1402.61,84.0921,5.52558,1.1154,5.94058
PITCHER B,20190416,3,3,2,FB,2162.82,91.1762,5.87652,1.0584,5.70604
PITCHER B,20190416,3,3,3,CB,2435.17,78.6279,5.10288,0.900008,5.98082
PITCHER B,20190416,3,3,4,CH,1357.05,83.0525,5.78857,1.11313,5.83372
PITCHER B,20190416,3,3,5,CB,2472.06,79.8321,5.30203,0.788054,6.0463
PITCHER B,20190416,3,3,6,FB,2060.09,90.9575,5.71395,1.04912,5.74164
PITCHER B,20190416,3,3,7,FB,2113.3,91.5181,5.94157,0.914575,5.78902
PITCHER B,20190416,3,3,8,FB,2076.02,91.1955,6.07282,1.06772,5.72094
PITCHER B,20190416,3,3,9,CH,1407.28,85.0367,5.63947,1.00931,5.87443
PITCHER B,20190416,3,3,10,FB,2120.24,92.6673,5.87175,0.827762,5.71731
PITCHER B,20190416,3,3,11,SL,2282.6,82.8727,5.20778,0.968062,5.70341
PITCHER B,20190416,3,3,12,FB,2138.6,92.4065,5.8496,0.856352,5.73083
PITCHER B,20190416,3,3,13,FB,2015.23,92.7544,5.86657,0.778917,5.72555
PITCHER B,20190416,4,1,1,FB,2105.36,87.1295,5.45186,1.04812,5.79804
PITCHER B,20190416,4,1,2,CH,1256.99,80.4435,5.41019,1.14243,5.96466
PITCHER B,20190416,4,2,1,CB,2475.74,76.5319,4.886,1.1566,5.93997
PITCHER B,20190416,4,2,2,FB,2135.79,89.7798,5.64406,1.23825,5.69875
PITCHER B,20190416,4,2,3,SL,2386.79,80.9099,5.25326,0.83935,5.83082
PITCHER B,20190416,4,3,1,CH,1331.9,82.0832,5.43683,1.04561,6.04837
PITCHER B,20190416,4,3,2,CH,1279.94,82.0064,5.48536,0.862177,6.11916
PITCHER B,20190416,4,3,3,CH,1397.89,81.5413,5.66592,0.845961,5.97831
PITCHER B,20190416,4,4,1,FB,2022.14,89.7848,5.74534,1.03393,5.68287
PITCHER B,20190416,4,4,2,FB,1987.97,88.9432,5.72878,0.999274,5.74468
PITCHER B,20190416,5,1,1,FB,2002.52,85.6101,5.45346,1.2246,5.8349
PITCHER B,20190416,5,1,2,CB,2291.33,76.5484,5.06445,0.898468,6.14979
PITCHER B,20190416,5,1,3,FB,1935.09,86.9291,5.53843,1.2095,5.69538
PITCHER B,20190416,5,1,4,CH,1252.18,80.8932,5.48274,1.09843,5.87145
PITCHER B,20190416,5,1,5,CH,1242.95,80.6624,5.39381,0.997229,5.99725
PITCHER B,20190416,5,1,6,FB,2115.61,90.0005,5.98238,1.12696,5.82542
PITCHER B,20190416,5,2,1,SL,2196.71,83.1245,5.49537,1.06361,5.76075
PITCHER B,20190416,5,2,2,SL,2263.7,81.8469,5.51224,1.05188,5.66785
PITCHER B,20190416,5,2,3,FB,2064.99,90.7219,5.73858,0.989254,5.60394
PITCHER B,20190416,5,2,4,SL,2291.33,81.6326,5.05033,0.928537,5.73248
PITCHER B,20190416,5,3,1,CB,2330.04,79.0169,5.28563,0.750329,6.04622
PITCHER B,20190416,6,1,1,CB,2209.24,76.3463,4.96877,0.827084,6.10108
PITCHER B,20190416,6,1,2,CB,2268.07,79.6733,4.9273,1.13227,5.69986
PITCHER B,20190416,6,1,3,FB,2034.89,88.3869,5.55176,1.02824,5.67678
PITCHER B,20190416,6,2,1,CH,1297.18,82.1614,5.41141,1.10581,6.1077
PITCHER B,20190416,6,2,2,SL,2322.69,79.8573,4.99264,0.962895,5.79874
PITCHER B,20190416,6,2,3,FB,2066.54,89.6098,5.45153,0.942373,5.80924
PITCHER B,20190416,6,2,4,FB,2150.44,89.2303,5.80105,0.802302,5.94407
PITCHER B,20190416,6,2,5,CB,2269.86,79.2387,4.99036,0.747548,5.98663
PITCHER B,20190416,6,2,6,FB,1803.97,91.1662,5.59762,0.987837,5.6766
PITCHER B,20190416,6,3,1,FB,1965.58,91.02,5.69896,0.828092,5.75526
PITCHER B,20190416,6,3,2,FB,2071.47,91.3365,5.62459,0.844546,5.82547
PITCHER B,20190416,6,4,1,SL,2318.96,81.774,5.41228,1.01777,5.79093
PITCHER B,20190422,1,1,1,FB,2091.53,89.1759,5.44985,1.3032,5.82922
PITCHER B,20190422,1,1,2,FB,2032.06,89.2204,5.47896,1.4592,5.59641
PITCHER B,20190422,1,2,1,FB,2073.19,89.6637,5.39102,1.29266,5.46301
PITCHER B,20190422,1,2,2,SL,2392.16,81.6202,5.29944,1.29302,5.81215
PITCHER B,20190422,1,2,3,SL,2381.23,82.4627,5.54448,1.37984,5.60268
PITCHER B,20190422,1,3,1,FB,2133.33,90.8005,5.63275,1.37828,5.83572
PITCHER B,20190422,1,3,2,CH,1388.68,81.0786,5.58379,1.01809,6.33272
PITCHER B,20190422,1,3,3,CH,1484.25,80.6919,5.68292,1.10999,5.88962
PITCHER B,20190422,1,3,4,FB,2126.29,92.5727,5.41207,1.13047,6.11762
PITCHER B,20190422,2,1,1,FB,2132.78,90.1744,5.34531,1.29801,5.85344
PITCHER B,20190422,2,2,1,FB,2080.03,90.1403,5.49815,1.29081,5.8393
PITCHER B,20190422,2,2,2,FB,2186.02,90.3956,5.54578,1.12826,5.70463
PITCHER B,20190422,2,2,3,CH,1469.54,80.7054,5.67714,0.956853,6.12917
PITCHER B,20190422,2,2,4,CH,1511.61,80.5635,5.78815,0.916613,6.0148
PITCHER B,20190422,2,3,1,FB,2111.79,91.1461,5.53381,0.974974,5.85003
PITCHER B,20190422,2,3,2,FB,2004.93,89.3751,5.47521,1.16988,5.46839
PITCHER B,20190422,2,3,3,FB,2181.97,91.6004,5.59136,1.11113,5.87809
PITCHER B,20190422,2,3,4,FB,2035.31,93.3121,5.50174,0.897556,6.12086
PITCHER B,20190422,3,1,1,FB,2093.23,89.1835,5.52422,1.18964,5.67024
PITCHER B,20190422,3,2,1,FB,2022.52,90.5231,5.60351,1.1403,5.74321
PITCHER B,20190422,3,2,2,FB,2137.53,89.714,5.50068,0.986562,5.81969
PITCHER B,20190422,3,2,3,FB,2128.08,90.0635,5.60451,1.20006,5.74439
PITCHER B,20190422,3,2,4,SL,2352.91,82.9959,5.46082,1.07865,5.9377
PITCHER B,20190422,3,2,5,FB,2131.24,90.5831,5.66614,1.04828,5.9388
PITCHER B,20190422,3,2,6,CH,1465.64,82.4175,5.69749,0.960328,6.20343
PITCHER B,20190422,3,3,1,CH,1457.8,82.7414,5.78231,1.07249,5.96418
PITCHER B,20190422,3,3,2,FB,2061.58,90.9493,5.5583,0.978849,5.81811
PITCHER B,20190422,3,3,3,CH,1380.22,81.5173,5.65003,1.07921,6.03319
PITCHER B,20190422,3,3,4,CH,1493.17,80.9153,5.92622,1.02893,6.04954
PITCHER B,20190422,3,3,5,FB,2030.54,90.7492,5.73706,1.11881,5.85045
PITCHER B,20190422,4,1,1,CH,1486.91,81.2465,5.67661,0.996916,5.91359
PITCHER B,20190422,4,1,2,CH,1325.1,81.8661,5.38187,1.16528,6.24825
PITCHER B,20190422,4,1,3,FB,2185.57,90.4531,5.37183,1.21326,5.67841
PITCHER B,20190422,4,2,1,FB,2218.32,91.4765,5.42381,1.0171,5.77667
PITCHER B,20190422,4,2,2,FB,2109.31,91.1586,5.5555,1.15163,5.60992
